,claim,label,source_label,source,date,claim_source,explanation,fact_check_url
333,Says the New York Times exposed the “real reason behind coronavirus hype: Crash the market to harm Trump’s re-election chances.”,false,pants-fire,Politifact,"March 13, 2020",Bloggers,,https://politifact.com/factchecks/2020/mar/19/blog-posting/blog-pushes-conspiracy-coronavirus-was-invented-hu/
334,"Says Donald Trump tweeted, “I ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldn’t think of offending you with a check if I’m not your president! #MAGA”",false,pants-fire,Politifact,"March 18, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/19/viral-image/no-trump-didnt-tweet-about-1000-checks/
335,"“I've always known this is a real, this is a pandemic. I've felt it was a pandemic long before it was called a pandemic.”",false,pants-fire,Politifact,"March 17, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/18/donald-trump/trump-says-he-always-felt-coronavirus-was-pandemic/
336,"“President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”",false,barely-true,Politifact,"March 13, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/18/viral-image/numbers-suggesting-h1n1-worse-covid-19-are-mislead/
337,“Italy has decided not to treat their elderly for this virus.”,false,barely-true,Politifact,"March 14, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/18/facebook-posts/italys-overwhelmed-hospitals-are-treating-elderly-/
338,"“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”",false,false,Politifact,"March 17, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/18/facebook-posts/no-americans-arent-getting-700-weekly-checks-start/
339,"Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.""",false,false,Politifact,"March 16, 2020",Ron Paul,,https://politifact.com/factchecks/2020/mar/18/ron-paul/ron-paul-wrong-say-no-basis-coronavirus-death-rate/
340,"""COVID-19 started because we eat animals.""",false,barely-true,Politifact,"March 15, 2020",Instagram posts,,https://politifact.com/factchecks/2020/mar/18/instagram-posts/vegan-instagram-accounts-spread-misinformation-abo/
341,"“Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.”",false,barely-true,Politifact,"March 16, 2020",Sean Hannity,,https://politifact.com/factchecks/2020/mar/18/sean-hannity/hannity-wrong-health-care-system-ready-coronavirus/
342,“MSNBC actually said on air ‘I hope enough people die from coronavirus that it harms Trump’s re-election.’”,false,false,Politifact,"March 11, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/18/facebook-posts/no-msnbc-didnt-say-it-hopes-coronavirus-kills-enou/
343,"Says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",true,true,Politifact,"March 11, 2020",Kelly Alexander,,https://politifact.com/factchecks/2020/mar/18/kelly-alexander/most-nc-legislators-high-risk-age-group-coronaviru/
344,The WHO coronavirus test “was a bad test.”,false,false,Politifact,"March 17, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/17/donald-trump/donald-trump-falsely-says-who-coronavirus-test-was/
345,In South Florida “all children and adults must remain in their homes” due to coronavirus.,false,pants-fire,Politifact,"March 13, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/17/facebook-posts/fact-checking-false-claim-about-lockdowns-south-fl/
346,President Donald Trump “will evoke (sic) what is called the Stafford act” and “order a two week mandatory quarantine for the nation.”,false,false,Politifact,"March 16, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/17/facebook-posts/social-posts-are-misinterpreting-federal-disaster-/
347,"Says Donald Trump “cut funding to the CDC,” “fired the Pandemic Response Team,” “refused WHO tests” and “wasted two weeks calling this outbreak a ‘Democrat hoax.’”",false,barely-true,Politifact,"March 15, 2020",Instagram posts,,https://politifact.com/factchecks/2020/mar/17/instagram-posts/celebrities-are-sharing-misleading-post-about-trum/
348,Donald Trump is “announcing tomorrow that the US is going into quarantine for the next 14 days.”,false,false,Politifact,"March 16, 2020",Chain message,,https://politifact.com/factchecks/2020/mar/17/chain-message/fact-checking-chain-message-about-national-quarant/
349,Says Spectrum will provide free internet to students during coronavirus school closures.,true,true,Politifact,"March 13, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/17/viral-image/internet-provider-offer-free-internet-amid-coronav/
350,"Silver Solution used on strains of coronavirus ""totally eliminate it. Kills it. Deactivates it.”",false,pants-fire,Politifact,"February 12, 2020",Sherill Sellman,,https://politifact.com/factchecks/2020/mar/17/sherill-sellman/no-silver-solution-wont-cure-coronavirus/
351,The World Health Organization offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.”,false,barely-true,Politifact,"March 15, 2020",Joe Biden,,https://politifact.com/factchecks/2020/mar/16/joe-biden/biden-falsely-says-trump-administration-rejected-w/
352,“Coronavirus — 22. Clintons — 39.”,false,pants-fire,Politifact,"March 9, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/16/facebook-posts/no-clintons-arent-responsible-more-deaths-coronavi/
353,Says COVID-19 came to the United States in 2019.,false,false,Politifact,"March 12, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/16/facebook-posts/no-evidence-americans-were-infected-covid-19-fall/
354,“The CDC can detain anyone with a fever — indefinitely. … Vaccination (is) a way people could get out of detention.”,false,false,Politifact,"March 12, 2020",Bloggers,,https://politifact.com/factchecks/2020/mar/16/blog-posting/clarifying-whats-accurate-and-not-claims-about-qua/
355,“‘The Simpsons' predicted Tom Hanks getting coronavirus in 2007.”,false,false,Politifact,"March 12, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/16/facebook-posts/simpsons-did-not-predict-tom-hanks-illness-coronav/
356,Says Nancy Pelosi was “caught trying to include abortion funding in bill to combat coronavirus.”,false,false,Politifact,"March 12, 2020",Bloggers,,https://politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/
357,Drinking “water a lot and gargling with warm water & salt or vinegar eliminates” the coronavirus.,false,false,Politifact,"March 13, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/16/viral-image/gargling-salt-water-can-ease-sore-throat-it-wont-k/
358,Video shows President Donald Trump saying COVID-19 is Democrats’ “new hoax.”,false,false,Politifact,"March 3, 2020",Joe Biden,,https://politifact.com/factchecks/2020/mar/15/joe-biden/ad-watch-biden-video-twists-trumps-words-coronavir/
359,"Says Joe Biden “was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings & a 78% Approval Rating, the highest on record. His was lowest!""",false,barely-true,Politifact,"March 12, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/15/donald-trump/fact-checking-trumps-attacks-obama-biden-swine-flu/
360,"“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”",true,true,Politifact,"March 12, 2020",Michael Dougherty,,https://politifact.com/factchecks/2020/mar/13/michael-dougherty/how-utah-jazz-got-58-coronavirus-tests-when-us-tes/
361,"Says 80% of novel coronavirus cases are ""mild.""",partly false,mostly-true,Politifact,"March 9, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/13/viral-image/are-80-percent-coronavirus-cases-mild/
362,"“During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.”",partly false,mostly-true,Politifact,"March 12, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/13/donald-trump/fact-checking-trump-campaign-claim-bidens-2009-swi/
363,Says you can monitor yourself for COVID-19 with a breath test.,false,false,Politifact,"March 10, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/13/viral-image/dont-hold-your-breath-isnt-credible-way-test-coron/
364,"“U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.”",false,false,Politifact,"March 7, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/13/facebook-posts/leaked-documents-dont-prove-us-hospitals-preparing/
365,“It’s actually the safest time to fly.”,false,false,Politifact,"March 13, 2020",Ainsley Earhardt,,https://politifact.com/factchecks/2020/mar/13/ainsley-earhardt/fox-friends-host-says-now-safest-time-fly-its-not/
366,"Says if you donate blood, “they HAVE to test you” for coronavirus.",false,false,Politifact,"March 12, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/13/viral-image/no-blood-donors-dont-automatically-get-coronavirus/
367,"""Akira’ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic risk""",false,false,Politifact,"February 27, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/13/viral-image/japanese-film-akira-did-not-predict-coronavirus-ou/
368,"Of the Trump administration’s European travel restrictions that exempt the U.K.: “Well, you can just get into the Chunnel, and you’ll be in the U.K.”",not enough evidence,half-true,Politifact,"March 12, 2020",Nancy Pelosi,,https://politifact.com/factchecks/2020/mar/12/nancy-pelosi/can-europeans-get-around-trump-travel-ban-going-en/
369,"“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”",false,false,Politifact,"March 9, 2020",Joy Behar,,https://politifact.com/factchecks/2020/mar/12/joy-behar/view-co-host-wrongly-says-trump-shut-down-37-globa/
370,Says Tom Hanks has a volleyball to keep him company while he’s quarantined.,false,false,Politifact,"March 12, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/12/viral-image/no-tom-hanks-doesnt-have-wilson-volleyball-his-cor/
371,The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”,false,false,Politifact,"March 11, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/12/donald-trump/trump-wrongly-said-health-insurance-companies-will/
372,“NYC man drops dead in middle of street — suspected coronavirus!”,false,false,Politifact,"March 11, 2020",Bloggers,,https://politifact.com/factchecks/2020/mar/12/blog-posting/no-video-doesnt-show-man-dropping-dead-covid-19-ne/
373,“Whole of Italy goes into quarantine.”,true,true,Politifact,"March 10, 2020",Bloggers,,https://politifact.com/factchecks/2020/mar/12/blog-posting/italy-people-must-stay-home-except-work-or-emergen/
374,Says Harvard scientists say the coronavirus is “spreading so fast that it will infect 70% of humanity this year.”,not enough evidence,half-true,Politifact,"March 10, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/11/viral-image/epidemiologist-projects-40-70-adults-could-catch-c/
375,“Anybody that wants a test (for the coronavirus) can get a test.”,false,pants-fire,Politifact,"March 6, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/11/donald-trump/donald-trumps-wrong-claim-anybody-can-get-tested-c/
376,"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""",false,false,Politifact,"March 6, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/11/facebook-posts/drinking-water-does-not-prevent-coronavirus-infect/
377,"""Being exposed to the sun for two hours"" kills the 2019 coronavirus.",false,false,Politifact,"March 9, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/11/facebook-posts/sun-exposure-does-not-kill-coronavirus/
378,Says Daniel Radcliffe has the coronavirus.,false,pants-fire,Politifact,"March 10, 2020",Tweets,,https://politifact.com/factchecks/2020/mar/11/tweets/no-daniel-radcliffe-does-not-have-coronavirus/
379,“More people have died from knowing Hillary” than coronavirus.,false,pants-fire,Politifact,"March 7, 2020",Gae Magnafici,,https://politifact.com/factchecks/2020/mar/11/gae-magnafici/Wisconsin-more-died-hillary-clinton-coronavirus/
380,“Every election year has a disease” ... SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,false,false,Politifact,"February 28, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/11/facebook-posts/no-connection-between-us-national-elections-and-in/
381,“You’re more likely to die of influenza right now” than the 2019 coronavirus.,not enough evidence,half-true,Politifact,"February 3, 2020",Dr. Drew Pinsky,,https://politifact.com/factchecks/2020/mar/10/dr-drew-pinsky/are-you-more-likely-die-flu-coronavirus-its-compli/
382,Says Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,false,barely-true,Politifact,"March 6, 2020",Bloggers,,https://politifact.com/factchecks/2020/mar/10/blog-posting/fact-checking-claims-pelosi-held-coronavirus-aid/
383,“President Trump has come into contact with a potential coronavirus sufferer!”,false,barely-true,Politifact,"March 9, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/10/facebook-posts/headline-ignores-evidence-overstating-trumps-expos/
384,“The coronavirus was invented and patented in the USA and then planted in China.”,false,false,Politifact,"February 19, 2020",YouTube videos,,https://politifact.com/factchecks/2020/mar/10/youtube-videos/coronavirus-was-not-us-invention/
385,“People Of Color May Be Immune To The Coronavirus Because Of Melanin.”,false,false,Politifact,"February 22, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/10/facebook-posts/melanin-doesnt-protect-against-coronavirus/
386,The coronavirus is “simply the common cold.”,false,false,Politifact,"March 1, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/09/facebook-posts/2019-coronavirus-isnt-common-cold/
387,“Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.”,false,false,Politifact,"on March 2,",Facebook posts,,https://politifact.com/factchecks/2020/mar/09/facebook-posts/no-evidence-coronavirus-was-faked-cover-5g-syndrom/
388,"“With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it's covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.""",not enough evidence,half-true,Politifact,"March 4, 2020",Mike Pence,,https://politifact.com/factchecks/2020/mar/06/mike-pence/pences-statement-about-insurance-coverage-coronavi/
389,"Says Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”",false,false,Politifact,"March 5, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/06/viral-image/no-donald-trump-didnt-tweet-israel-has-coronavirus/
390,"The Obama administration ""didn't do anything about” swine flu.",false,false,Politifact,"March 4, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/06/donald-trump/donald-trump-wrong-saying-barack-obama-did-nothing/
391,“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,false,false,Politifact,"March 4, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/06/donald-trump/trump-wrongly-blames-obama-limits-coronavirus-test/
392,"The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.""",false,pants-fire,Politifact,"March 4, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/06/facebook-posts/romanian-conspiracy-theory-migrates-us-amid-corona/
393,Starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”,false,false,Politifact,"February 27, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/06/facebook-posts/false-claim-embellishes-us-travel-restrictions-due/
394,"“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.”",false,false,Politifact,"March 4, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/05/facebook-posts/no-statewide-school-and-business-closures-florida-/
395,Says the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,false,false,Politifact,"March 3, 2020",Bloggers,,https://politifact.com/factchecks/2020/mar/05/blog-posting/blog-falsely-claims-pope-francis-tested-positive-s/
396,Quotes Sen. Lindsey Graham as saying President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,false,pants-fire,Politifact,"March 2, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/05/facebook-posts/lindsey-graham-quote-trump-knowing-more-about-viru/
397,"The United States is “actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing.""",partly false,mostly-true,Politifact,"March 2, 2020",Lou Dobbs,,https://politifact.com/factchecks/2020/mar/04/lou-dobbs/lou-dobbs-says-united-states-screening-fewer-peopl/
398,"“The blood test for coronavirus costs $3,200.”",false,barely-true,Politifact,"February 27, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/04/facebook-posts/coronavirus-testing-free-there-could-be-other-cost/
399,"“Man visited Albany, N.Y. days before dying from coronavirus.”",false,false,Politifact,"March 4, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/04/facebook-posts/coronavirus-not-linked-upstate-new-york-chinese-re/
400,Says President Barack Obama “waited six months to call swine flu an emergency after thousands died.”,false,false,Politifact,"February 29, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/04/facebook-posts/president-obama-declared-h1n1-public-health-emerge/
401,"Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.",false,false,Politifact,"March 2, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/03/viral-image/no-brownsville-texas-hospital-isnt-treating-two-co/
402,Says no one has died from the coronavirus in the United States.,false,false,Politifact,"March 1, 2020",Instagram posts,,https://politifact.com/factchecks/2020/mar/03/instagram-posts/nine-people-have-died-coronavirus-united-states/
403,Says President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”,false,pants-fire,Politifact,"February 24, 2020",YouTube videos,,https://politifact.com/factchecks/2020/mar/03/youtube-videos/no-trump-did-not-create-coronavirus/
404,“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,false,false,Politifact,"March 1, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/03/viral-image/shands-hospital-gainesville-florida-hasnt-confirme/
405,“The coronavirus has made it to Mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. That means if the wind blows it your direction you’ll have it also.”,false,false,Politifact,"February 28, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/03/facebook-posts/there-are-no-confirmed-coronavirus-cases-mississip/
406,Says a photo shows a man wearing a “government issue Saint Laurent hazardous materials suit.”,false,false,Politifact,"March 1, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/03/viral-image/photo-florida-intern-hazmat-suit-due-coronavirus-p/
407,“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”,false,false,Politifact,"January 27, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/03/facebook-posts/viral-image-draws-misleading-parallel-between-coro/
408,"""Sanitizer will do nothing for the coronavirus.""",false,false,Politifact,"March 2, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/03/facebook-posts/hand-sanitizer-can-be-used-prevent-coronavirus-inf/
409,"”America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.”",false,false,Politifact,"February 27, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/02/facebook-posts/bovine-coronavirus-vaccine-wont-help-humans/
410,Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,false,pants-fire,Politifact,"February 29, 2020",YouTube videos,,https://politifact.com/factchecks/2020/mar/02/youtube-videos/false-video-says-pope-francis-has-coronavirus/
411,“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”,false,false,Politifact,"March 1, 2020",YourContent,,https://politifact.com/factchecks/2020/mar/02/yourcontent/false-news-site-publishes-unproven-story-about-flo/
412,"""Poll Finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.""",false,false,Politifact,"February 28, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/02/facebook-posts/no-poll-does-not-say-38-americans-wont-drink-coron/
413,The mortality rate for the flu is “right around” that of the new coronavirus: “It’s right around 2%.”,false,false,Politifact,"February 25, 2020",Chad Wolf,,https://politifact.com/factchecks/2020/mar/02/chad-wolf/n-exchange-about-coronavirus-homeland-security-chi/
414,“Hair weave and lace fronts manufactured in China may contain the coronavirus.”,false,pants-fire,Politifact,"February 26, 2020",Bloggers,,https://politifact.com/factchecks/2020/feb/29/blog-posting/hair-extensions-arent-source-2019-coronavirus/
415,Says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,false,false,Politifact,"January 27, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/29/facebook-posts/no-vitamin-c-cannot-slow-or-stop-spread-coronaviru/
416,“Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus.”,partly false,mostly-true,Politifact,"February 24, 2020",Charlie Kirk,,https://politifact.com/factchecks/2020/feb/28/charlie-kirk/checking-tweet-about-chinese-people-detained-flu-s/
417,“Corona virus: Florida man arrested for robbery using cough as a weapon.”,false,pants-fire,Politifact,"February 26, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/28/facebook-posts/no-coronavirus-disease-was-not-used-weapon-robbery/
418,"Says of President Donald Trump’s actions on the coronavirus: “No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.”",not enough evidence,half-true,Politifact,"February 26, 2020",Michael Bloomberg,,https://politifact.com/factchecks/2020/feb/28/michael-bloomberg/did-donald-trump-fire-pandemic-officials-defund-cd/
419,Says the CDC recommends men shave their beards to protect against coronavirus.,false,false,Politifact,"February 26, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/27/facebook-posts/no-cdc-isnt-recommending-men-shave-their-beard-pro/
420,"“The coronavirus is the common cold, folks.”",false,false,Politifact,"February 24, 2020",Rush Limbaugh,,https://politifact.com/factchecks/2020/feb/27/rush-limbaugh/fact-checking-rush-limbaughs-misleading-claim-new-/
421,“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,false,barely-true,Politifact,"November 15, 2019",Facebook posts,,https://politifact.com/factchecks/2020/feb/27/facebook-posts/homeopathic-supplements-are-not-proven-treat-flu/
422,Says “The Simpsons” predicted the coronavirus.,false,pants-fire,Politifact,"February 20, 2020",Viral image,,https://politifact.com/factchecks/2020/feb/27/viral-image/doh-simpsons-didnt-predict-coronavirus/
423,"High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.""",false,pants-fire,Politifact,"February 15, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/26/facebook-posts/china-air-quality-projections-used-promote-coronav/
424,"Coronavirus patients are being ""cremated alive"" in China.",false,false,Politifact,"February 25, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/26/facebook-posts/chinese-billionaire-floats-conspiracy-about-corona/
425,Says the 2008 book “End of Days” predicted the current coronavirus outbreak.,false,false,Politifact,"February 19, 2020",Viral image,,https://politifact.com/factchecks/2020/feb/26/viral-image/book-end-days-described-illness-2020-not-wuhan-400/
426,Says 20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.,false,pants-fire,Politifact,"February 18, 2020",Viral image,,https://politifact.com/factchecks/2020/feb/25/viral-image/no-millions-chinese-didnt-convert-islam-seeking-co/
427,“Breaking: UK Prepares For Full Lockdown After Hundreds Of New Cases — Wuhan Super Virus Updates.”,false,false,Politifact,"February 11, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/25/facebook-posts/no-evidence-united-kingdom-preparing-lockdown-over/
428,"Scientists ""are shocked to discover that weed kills corona virus”",false,pants-fire,Politifact,"February 3, 2020",Instagram posts,,https://politifact.com/factchecks/2020/feb/17/instagram-posts/marijuana-not-shown-treat-2019-novel-coronavirus/
429,“When using a medical mask you’re supposed to use… white side out (this is the filter part) for when you’re not sick.”,false,false,Politifact,"February 2, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/14/facebook-posts/medical-masks-should-be-worn-colored-side-out/
430,"Says the 2019 coronavirus ""causes sudden death syndrome.""",false,false,Politifact,"February 8, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/11/facebook-posts/no-evidence-coronavirus-causes-sudden-death-syndro/
431,Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”,false,false,Politifact,"February 1, 2020",Hal Turner Radio Show,,https://politifact.com/factchecks/2020/feb/11/hal-turner-radio-show/far-right-radio-host-hal-turner-promotes-unproven-/
432,"“Cocaine kills corona virus, scientists is shocked to discover that this drug can fight the virus.”",false,pants-fire,Politifact,"January 30, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/11/facebook-posts/cocaine-not-shown-treat-novel-coronavirus/
433,"Says ""the coronavirus was engineered by scientists in a lab.""",false,false,Politifact,"February 3, 2020",NaturalNews.com,,https://politifact.com/factchecks/2020/feb/10/naturalnewscom/health-misinformation-site-promotes-conspiracy-abo/
434,Says the coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”,false,false,Politifact,"January 31, 2020",Viral image,,https://politifact.com/factchecks/2020/feb/05/viral-image/no-lysol-label-doesnt-prove-coronavirus-isnt-new/
435,Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak,false,barely-true,Politifact,"January 27, 2020",Facebook posts,,https://politifact.com/factchecks/2020/feb/03/facebook-posts/these-plushies-do-not-commemorate-2019-novel-coron/
436,Says drinking a bleach solution will prevent you from getting the coronavirus.,false,pants-fire,Politifact,"January 28, 2020",Tweets,,https://politifact.com/factchecks/2020/jan/30/tweets/no-drinking-bleach-will-not-ward-coronavirus/
437,"Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",false,false,Politifact,"January 28, 2020",Facebook posts,,https://politifact.com/factchecks/2020/jan/30/facebook-posts/clorox-bottles-dont-prove-coronavirus-was-develope/
438,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""",false,false,Politifact,"January 25, 2020",Bloggers,,https://politifact.com/factchecks/2020/jan/28/blog-posting/no-evidence-chinese-officials-will-say-coronavirus/
439,"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",false,pants-fire,Politifact,"January 24, 2020",Facebook posts,,https://politifact.com/factchecks/2020/jan/28/facebook-posts/claim-reports-10000-dead-wuhan-coronavirus-pants-f/
440,"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""",false,false,Politifact,"January 26, 2020",Bloggers,,https://politifact.com/factchecks/2020/jan/28/blog-posting/websites-spin-conspiracy-theory-about-coronavirus-/
441,"Says a coronavirus patent expired just as there is a ""sudden outbreak"" and, despite ""media fear-mongering,"" there is already a vaccine available.",false,pants-fire,Politifact,"January 22, 2020",Facebook posts,,https://politifact.com/factchecks/2020/jan/23/facebook-posts/there-outbreak-china-wuhan-coronavirus-there-not-v/
